source_id,latitude,latitude_errors,longitude,longitude_errors,depth,depth_errors,depth_type,origin_evaluation_mode,origievaluation_status,time,region,mag,mag_errors,magnitude_type,creation_info,evaluation_mode,evaluation_status,station_network_code,station_code,trace_channel,station_location_code,trace_sampling_rate_hz,trace_start_time,trace_Peak_M2.4_time,trace_Peak_M2.4_arrival_sample,trace_noise_start_time,trace_noise_start_arrival_sample,trace_Sg_time,trace_Sg_arrival_sample,trace_start_arrival_sample,trace_S_spectral_start_time,trace_S_spectral_start_arrival_sample,trace_S_spectral_end_time,trace_S_spectral_end_arrival_sample,trace_noise_end_time,trace_noise_end_arrival_sample,trace_P_spectral_end_time,trace_P_spectral_end_arrival_sample,trace_Pg_time,trace_Pg_arrival_sample,trace_end_time,trace_end_arrival_sample,trace_P_spectral_start_time,trace_P_spectral_start_arrival_sample,trace_name,trace_y1_time,trace_y1_arrival_sample,trace_y2_time,trace_y2_arrival_sample,trace_Peak_MbS_time,trace_Peak_MbS_arrival_sample,trace_Peak_MbP_time,trace_Peak_MbP_arrival_sample,trace_x1_time,trace_x1_arrival_sample,trace_y3_time,trace_y3_arrival_sample,trace_x3_time,trace_x3_arrival_sample,trace_x2_time,trace_x2_arrival_sample
smi:insight.mqs/mqs2019wgip,4.5024,,135.6234,,,,,manual,preliminary,2019-11-13T12:56:18.000000Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2019-11-13T13:07:01.432501Z,2019-11-13T13:12:21.659665Z,30750,2019-11-13T12:46:44.086539Z,0,2019-11-13T13:11:42.626388Z,29970.0,24346,2019-11-13T13:12:10.889985Z,30535,2019-11-13T13:18:34.036121Z,38198,2019-11-13T12:55:16.303146Z,10243,2019-11-13T13:10:44.200775Z,28801,2019-11-13T13:07:04.443998Z,24406.0,2019-11-13T13:23:42.583142Z,44369,2019-11-13T13:07:16.368949Z,24645,"bucket0$8,:3,:44370",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019wibk,4.5024,,135.6234,,,,,manual,preliminary,2019-11-14T11:35:08.000000Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2019-11-14T11:41:14.618773Z,2019-11-14T11:46:10.541331Z,13914,2019-11-14T11:34:34.810160Z,0,2019-11-14T11:45:05.922962Z,12621.0,7995,2019-11-14T11:44:47.465562Z,12252,2019-11-14T11:47:46.762617Z,15838,2019-11-14T11:38:21.990102Z,4543,2019-11-14T11:44:32.786533Z,11959,2019-11-14T11:41:18.955727Z,8082.0,2019-11-14T11:57:09.515822Z,27093,2019-11-14T11:43:00.156794Z,10106,"bucket12$0,:4,:8912",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019wicd,4.5024,,135.6234,,,,,manual,preliminary,2019-11-14T11:57:48.000000Z,,2.1,,MW,,,,XB,ELYSE,BH,02,100,2019-11-14T11:59:39.648596Z,2019-11-14T12:06:24.635155Z,38414,2019-11-14T11:34:23.883849Z,0,2019-11-14T12:05:06.212998Z,36845.0,30314,2019-11-14T12:05:47.192671Z,37665,2019-11-14T12:09:32.302175Z,42167,2019-11-14T11:38:27.136997Z,4864,2019-11-14T12:03:28.018249Z,34881,2019-11-14T12:00:14.162092Z,31004.0,2019-11-14T12:17:42.514331Z,51971,2019-11-14T12:00:15.073566Z,31022,"bucket12$1,:4,:9130",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019wjti,4.5024,,135.6234,,,,,manual,preliminary,2019-11-15T09:46:28.000000Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2019-11-15T09:49:12.158792Z,2019-11-15T09:55:07.123529Z,10011,2019-11-15T09:46:46.559388Z,0,2019-11-15T09:53:36.650613Z,8201.0,2911,2019-11-15T09:54:39.865901Z,9466,2019-11-15T09:55:22.967234Z,10328,2019-11-15T09:48:21.838200Z,1905,2019-11-15T09:52:16.194791Z,6592,2019-11-15T09:49:22.352748Z,3115.0,2019-11-15T10:01:04.068697Z,17150,2019-11-15T09:49:26.662881Z,3202,"bucket8$18,:3,:17151",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019wnvm,4.5024,,135.6234,,,,,manual,preliminary,2019-11-17T15:25:02.000000Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2019-11-17T15:26:34.208514Z,2019-11-17T15:34:01.641290Z,31198,2019-11-17T15:08:01.716190Z,0,2019-11-17T15:32:12.701163Z,29019.0,22249,2019-11-17T15:31:38.672802Z,28338,2019-11-17T15:38:01.939611Z,36004,2019-11-17T15:11:06.752391Z,3700,2019-11-17T15:30:57.480574Z,27514,2019-11-17T15:27:53.906518Z,23843.0,2019-11-17T15:44:19.833522Z,43561,2019-11-17T15:27:21.669123Z,23198,"bucket0$9,:3,:43563",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019wppt,4.5024,,135.6234,,,,,manual,preliminary,2019-11-18T14:47:32.000000Z,,1.9,,MW,,,,XB,ELYSE,BH,02,100,2019-11-18T14:50:40.697980Z,2019-11-18T14:56:25.924941Z,23651,2019-11-18T14:36:43.343527Z,0,2019-11-18T14:55:06.829277Z,22069.0,16746,2019-11-18T14:55:06.870415Z,22070,2019-11-18T15:00:29.781510Z,28528,2019-11-18T14:40:20.085855Z,4334,2019-11-18T14:54:05.997791Z,20852,2019-11-18T14:50:47.274155Z,16878.0,2019-11-18T15:12:21.576672Z,42764,2019-11-18T14:50:47.289350Z,16878,"bucket0$10,:3,:42765",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019wrjs,4.5024,,135.6234,,,,,manual,preliminary,2019-11-19T14:00:50.000000Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2019-11-19T14:03:51.580453Z,2019-11-19T14:11:40.772323Z,16077,2019-11-19T13:58:16.864165Z,0,2019-11-19T14:09:07.938937Z,13020.0,6693,2019-11-19T14:09:09.754843Z,13056,2019-11-19T14:17:23.484448Z,22931,2019-11-19T14:02:49.646670Z,5454,2019-11-19T14:05:47.103848Z,9003,2019-11-19T14:04:12.296595Z,7107.0,2019-11-19T14:18:43.447028Z,24530,2019-11-19T14:04:12.667526Z,7115,"bucket5$36,:3,:24531",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019wrlh,4.5024,,135.6234,,,,,manual,preliminary,2019-11-19T14:48:09.000000Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2019-11-19T14:51:47.505614Z,2019-11-19T14:56:53.781560Z,15204,2019-11-19T14:44:13.513513Z,0,2019-11-19T14:56:27.093454Z,14670.0,9079,2019-11-19T14:56:28.681852Z,14702,2019-11-19T15:04:37.390600Z,24476,2019-11-19T14:49:50.578048Z,6740,2019-11-19T14:55:07.125586Z,13071,2019-11-19T14:51:55.603588Z,9240.0,2019-11-19T15:07:36.911685Z,28067,2019-11-19T14:51:52.377829Z,9176,"bucket5$37,:3,:28068",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019wrne,4.5024,,135.6234,,,,,manual,preliminary,2019-11-19T15:45:40.000000Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2019-11-19T15:48:00.701557Z,2019-11-19T15:52:47.723653Z,13452,2019-11-19T15:41:35.064352Z,0,2019-11-19T15:52:09.132447Z,12680.0,7712,2019-11-19T15:52:11.504623Z,12728,2019-11-19T15:57:29.376141Z,19085,2019-11-19T15:45:27.236398Z,4642,2019-11-19T15:50:21.593824Z,10529,2019-11-19T15:48:02.430094Z,7746.0,2019-11-19T16:02:59.888467Z,25695,2019-11-19T15:48:03.516252Z,7768,"bucket5$38,:3,:25696",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019wrrc,4.5024,,135.6234,,,,,manual,preliminary,2019-11-19T17:44:21.000000Z,,1.6,,MW,,,,XB,ELYSE,BH,02,100,2019-11-19T17:45:06.761285Z,2019-11-19T17:51:51.090524Z,16195,2019-11-19T17:38:21.309873Z,0,2019-11-19T17:49:18.182785Z,13136.0,8108,2019-11-19T17:49:20.778404Z,13188,2019-11-19T17:52:42.278470Z,17218,2019-11-19T17:43:23.234736Z,6037,2019-11-19T17:47:54.581154Z,11464,2019-11-19T17:45:10.798916Z,8189.0,2019-11-19T17:58:40.896130Z,24391,2019-11-19T17:45:12.892018Z,8231,"bucket5$39,:3,:24392",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019wsbf,4.5024,,135.6234,,,,,manual,preliminary,2019-11-19T22:51:20.000000Z,,2.3,,MW,,,,XB,ELYSE,BH,02,100,2019-11-19T22:53:07.256610Z,2019-11-19T22:59:57.421128Z,28885,2019-11-19T22:35:53.128052Z,0,2019-11-19T22:58:05.260067Z,26642.0,20682,2019-11-19T22:58:13.977670Z,26816,2019-11-19T23:02:24.608763Z,31829,2019-11-19T22:43:10.779729Z,8752,2019-11-19T22:55:30.522609Z,23547,2019-11-19T22:53:08.135090Z,20699.0,2019-11-19T23:08:11.437274Z,38765,2019-11-19T22:53:46.637838Z,21469,"bucket6$11,:3,:38766",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019wtll,4.5024,,135.6234,,,,,manual,preliminary,2019-11-20T17:09:14.000000Z,,2.0,,MW,,,,XB,ELYSE,BH,02,100,2019-11-20T17:12:29.879989Z,2019-11-20T17:18:45.063816Z,26125,2019-11-20T16:56:58.769005Z,0,2019-11-20T17:17:28.521470Z,24594.0,18621,2019-11-20T17:17:30.955161Z,24643,2019-11-20T17:23:26.088071Z,31745,2019-11-20T17:01:55.772222Z,5939,2019-11-20T17:16:51.017961Z,23844,2019-11-20T17:12:52.697870Z,19078.0,2019-11-20T17:29:55.558461Z,39535,2019-11-20T17:12:53.672993Z,19097,"bucket6$12,:3,:39536",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019wxdm,4.5024,,135.6234,,,,,manual,preliminary,2019-11-22T17:40:33.000000Z,,2.0,,MW,,,,XB,ELYSE,BH,02,100,2019-11-22T17:40:31.238215Z,2019-11-22T17:46:36.977137Z,14929,2019-11-22T17:34:10.502866Z,0,2019-11-22T17:45:29.839276Z,13586.0,7614,2019-11-22T17:45:28.699577Z,13563,2019-11-22T17:56:37.702720Z,26943,2019-11-22T17:38:52.961650Z,5649,2019-11-22T17:45:09.324699Z,13176,2019-11-22T17:40:34.657310Z,7682.0,2019-11-22T17:56:44.540912Z,27080,2019-11-22T17:40:24.400023Z,7477,"bucket5$40,:3,:27081",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019wzac,4.5024,,135.6234,,,,,manual,preliminary,2019-11-23T18:14:20.000000Z,,2.1,,MW,,,,XB,ELYSE,BH,02,100,2019-11-23T18:18:13.277075Z,2019-11-23T18:24:53.010700Z,33310,2019-11-23T17:57:07.449051Z,0,2019-11-23T18:23:36.329729Z,31777.0,25316,2019-11-23T18:23:57.891355Z,32208,2019-11-23T18:27:01.455879Z,35879,2019-11-23T18:01:56.634121Z,5783,2019-11-23T18:22:48.652105Z,30823,2019-11-23T18:18:28.663221Z,25623.0,2019-11-23T18:37:02.751860Z,47905,2019-11-23T18:18:43.094299Z,25912,"bucket0$11,:3,:47906",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xawt,4.5024,,135.6234,,,,,manual,preliminary,2019-11-24T18:49:01.000000Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2019-11-24T18:57:03.238940Z,2019-11-24T19:02:29.897559Z,11979,2019-11-24T18:52:30.925901Z,0,2019-11-24T19:01:40.676148Z,10994.0,5446,2019-11-24T19:01:59.123160Z,11363,2019-11-24T19:03:56.979072Z,13720,2019-11-24T18:56:36.886065Z,4919,2019-11-24T19:01:22.229135Z,10625,2019-11-24T18:57:08.070300Z,5542.0,2019-11-24T19:10:14.144259Z,21264,2019-11-24T18:59:47.944406Z,8740,"bucket1$41,:3,:21265",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xazb,4.5024,,135.6234,,,,,manual,preliminary,2019-11-24T19:58:54.000000Z,,1.6,,MW,,,,XB,ELYSE,BH,02,100,2019-11-24T20:02:19.802003Z,2019-11-24T20:08:18.219664Z,10483,2019-11-24T19:59:33.992844Z,0,2019-11-24T20:07:04.493200Z,9009.0,3315,2019-11-24T20:08:13.319644Z,10385,2019-11-24T20:10:47.397022Z,13467,2019-11-24T20:02:02.595392Z,2971,2019-11-24T20:06:31.644216Z,8352,2019-11-24T20:02:39.354970Z,3706.0,2019-11-24T20:14:56.892879Z,18457,2019-11-24T20:03:50.527769Z,5130,"bucket8$19,:3,:18458",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xbcy,4.5024,,135.6234,,,,,manual,preliminary,2019-11-24T21:57:15.000000Z,,1.9,,MW,,,,XB,ELYSE,BH,02,100,2019-11-24T21:57:29.554596Z,2019-11-24T22:01:36.490792Z,8521,2019-11-24T21:54:30.394478Z,0,2019-11-24T22:00:48.316159Z,7558.0,3582,2019-11-24T22:01:28.184820Z,8355,2019-11-24T22:02:32.140797Z,9634,2019-11-24T21:56:05.082548Z,1893,2019-11-24T22:00:33.365412Z,7259,2019-11-24T21:57:43.923602Z,3870.0,2019-11-24T22:09:40.796773Z,18207,2019-11-24T21:57:51.398976Z,4019,"bucket8$20,:3,:18208",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xejp,4.5024,,135.6234,,,,,manual,preliminary,2019-11-26T16:42:50.000000Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2019-11-26T16:46:44.962297Z,2019-11-26T16:51:46.523442Z,19389,2019-11-26T16:35:37.055994Z,0,2019-11-26T16:50:18.897657Z,17636.0,13358,2019-11-26T16:52:18.163549Z,20022,2019-11-26T16:54:07.823287Z,22215,2019-11-26T16:38:12.043511Z,3099,2019-11-26T16:49:13.656689Z,16331,2019-11-26T16:46:48.573528Z,13430.0,2019-11-26T17:01:42.641965Z,31311,2019-11-26T16:47:23.126636Z,14121,"bucket3$19,:3,:31312",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xkii,4.5024,,135.6234,,,,,manual,preliminary,2019-11-29T22:54:01.000000Z,,1.6,,MW,,,,XB,ELYSE,BH,02,100,2019-11-29T22:58:27.299293Z,2019-11-29T23:04:54.311073Z,27359,2019-11-29T22:42:06.288852Z,0,2019-11-29T23:02:17.977619Z,24233.0,19619,2019-11-29T23:02:22.808899Z,24329,2019-11-29T23:06:48.131877Z,29636,2019-11-29T22:46:22.609870Z,5125,2019-11-29T23:01:37.957490Z,23432,2019-11-29T22:58:36.843636Z,19810.0,2019-11-29T23:11:46.023045Z,35594,2019-11-29T22:58:38.972995Z,19853,"bucket6$13,:3,:35595",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xkma,4.5024,,135.6234,,,,,manual,preliminary,2019-11-30T00:45:44.000000Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2019-11-30T00:48:30.091408Z,2019-11-30T00:52:52.593501Z,22030,2019-11-30T00:34:31.035151Z,0,2019-11-30T00:51:57.907859Z,20937.0,16780,2019-11-30T00:52:01.004094Z,20998,2019-11-30T00:55:04.197996Z,24662,2019-11-30T00:42:18.833026Z,9355,2019-11-30T00:51:15.592648Z,20090,2019-11-30T00:48:35.170890Z,16882.0,2019-11-30T01:02:30.754913Z,33593,2019-11-30T00:48:34.588430Z,16870,"bucket3$20,:3,:33595",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xmai,4.5024,,135.6234,,,,,manual,preliminary,2019-11-30T21:07:10.000000Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2019-11-30T21:12:16.873598Z,2019-11-30T21:18:41.578315Z,11443,2019-11-30T21:09:09.340517Z,0,2019-11-30T21:17:27.729799Z,9966.0,3749,2019-11-30T21:17:33.883180Z,10090,2019-11-30T21:19:41.004307Z,12632,2019-11-30T21:11:38.427801Z,2980,2019-11-30T21:14:10.701455Z,6026,2019-11-30T21:12:17.468732Z,3761.0,2019-11-30T21:30:08.911713Z,25190,2019-11-30T21:12:24.558239Z,3903,"bucket5$41,:3,:25191",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xpvi,4.5024,,135.6234,,,,,manual,preliminary,2019-12-02T23:08:33.000000Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2019-12-02T23:15:12.080611Z,2019-12-02T23:18:04.596013Z,11555,2019-12-02T23:08:26.824473Z,0,2019-12-02T23:20:59.129229Z,15045.0,8104,2019-12-02T23:21:13.406546Z,15331,2019-12-02T23:24:12.422131Z,18911,2019-12-02T23:12:47.110935Z,5205,2019-12-02T23:19:29.072309Z,13244,2019-12-02T23:16:17.975918Z,9422.0,2019-12-02T23:30:09.355045Z,26050,2019-12-02T23:16:20.172429Z,9466,"bucket5$42,:3,:26051",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xpyj,4.5024,,135.6234,,,,,manual,preliminary,2019-12-03T00:40:48.000000Z,,2.0,,MW,,,,XB,ELYSE,BH,02,100,2019-12-03T00:44:57.814616Z,2019-12-03T00:50:54.207748Z,11236,2019-12-03T00:41:32.351114Z,0,2019-12-03T00:49:34.091488Z,9634.0,4108,2019-12-03T00:49:47.539932Z,9903,2019-12-03T00:51:14.343531Z,11639,2019-12-03T00:44:29.971432Z,3551,2019-12-03T00:48:09.733061Z,7946,2019-12-03T00:44:59.317532Z,4138.0,2019-12-03T01:02:27.214653Z,25096,2019-12-03T00:44:59.169674Z,4135,"bucket5$43,:3,:25097",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xtlw,4.5024,,135.6234,,,,,manual,preliminary,2019-12-04T22:53:48.000000Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2019-12-04T22:59:24.466255Z,2019-12-04T23:04:20.803258Z,13062,2019-12-04T22:53:27.636951Z,0,2019-12-04T23:04:11.670330Z,12880.0,7135,2019-12-04T23:04:15.301482Z,12952,2019-12-04T23:06:54.839949Z,16143,2019-12-04T22:56:11.546346Z,3277,2019-12-04T23:02:36.194252Z,10970,2019-12-04T22:59:47.674665Z,7600.0,2019-12-04T23:16:06.779466Z,27182,2019-12-04T22:59:49.404036Z,7634,"bucket5$44,:3,:27183",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xtoi,4.5024,,135.6234,,,,,manual,preliminary,2019-12-05T00:08:18.000000Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2019-12-05T00:12:19.578397Z,2019-12-05T00:16:37.427489Z,16897,2019-12-05T00:02:32.532713Z,0,2019-12-05T00:16:36.800795Z,16884.0,11740,2019-12-05T00:16:35.122330Z,16851,2019-12-05T00:17:30.511687Z,17959,2019-12-05T00:05:11.986924Z,3188,2019-12-05T00:15:04.485199Z,15038,2019-12-05T00:12:16.638662Z,11681.0,2019-12-05T00:30:02.464174Z,32998,2019-12-05T00:13:05.314158Z,12655,"bucket3$21,:3,:32999",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xtpq,4.5024,,135.6234,,,,,manual,preliminary,2019-12-05T00:48:20.000000Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2019-12-05T00:50:41.565614Z,2019-12-05T00:55:49.729415Z,13887,2019-12-05T00:44:15.323523Z,0,2019-12-05T00:54:41.728972Z,12527.0,7724,2019-12-05T00:54:39.284240Z,12478,2019-12-05T00:59:02.092884Z,17734,2019-12-05T00:48:48.568014Z,5464,2019-12-05T00:52:46.826588Z,10229,2019-12-05T00:50:41.291516Z,7718.0,2019-12-05T01:05:36.061674Z,25614,2019-12-05T00:50:44.590009Z,7784,"bucket5$45,:3,:25615",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xtrc,4.5024,,135.6234,,,,,manual,preliminary,2019-12-05T01:33:11.000000Z,,2.1,,MW,,,,XB,ELYSE,BH,02,100,2019-12-05T01:38:52.943716Z,2019-12-05T01:45:45.885604Z,15837,2019-12-05T01:32:33.983535Z,0,2019-12-05T01:44:13.200930Z,13984.0,7578,2019-12-05T01:45:18.892046Z,15297,2019-12-05T01:48:56.794285Z,19655,2019-12-05T01:36:53.641436Z,5192,2019-12-05T01:42:00.216476Z,11324,2019-12-05T01:39:06.925959Z,7858.0,2019-12-05T01:57:58.596489Z,30491,2019-12-05T01:39:09.684453Z,7913,"bucket3$22,:3,:30492",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xxpw,4.5024,,135.6234,,,,,manual,preliminary,2019-12-07T05:28:08.000000Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2019-12-07T05:29:41.675893Z,2019-12-07T05:35:39.732432Z,15503,2019-12-07T05:22:44.505079Z,0,2019-12-07T05:33:48.058657Z,13270.0,8342,2019-12-07T05:34:16.490296Z,13838,2019-12-07T05:36:48.683188Z,16882,2019-12-07T05:27:10.554608Z,5320,2019-12-07T05:33:07.919872Z,12467,2019-12-07T05:29:43.881049Z,8386.0,2019-12-07T05:47:04.355161Z,29196,2019-12-07T05:30:15.657587Z,9022,"bucket3$23,:3,:29197",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xzfq,4.5024,,135.6234,,,,,manual,preliminary,2019-12-08T02:33:48.000000Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2019-12-08T02:36:46.001702Z,2019-12-08T02:44:40.556474Z,19847,2019-12-08T02:28:08.150665Z,0,2019-12-08T02:40:58.756760Z,15411.0,10356,2019-12-08T02:41:47.810063Z,16392,2019-12-08T02:45:59.678912Z,21430,2019-12-08T02:34:17.268804Z,7381,2019-12-08T02:40:13.359245Z,14503,2019-12-08T02:36:52.565518Z,10487.0,2019-12-08T02:50:53.887782Z,27314,2019-12-08T02:37:23.999157Z,11116,"bucket5$46,:3,:27315",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xzho,4.5024,,135.6234,,,,,manual,preliminary,2019-12-08T03:32:43.000000Z,,1.6,,MW,,,,XB,ELYSE,BH,02,100,2019-12-08T03:36:22.840874Z,2019-12-08T03:41:06.548599Z,11597,2019-12-08T03:31:26.660436Z,0,2019-12-08T03:40:10.708628Z,10480.0,5923,2019-12-08T03:40:26.394926Z,10794,2019-12-08T03:44:00.413520Z,15074,2019-12-08T03:35:44.296844Z,5152,2019-12-08T03:38:34.165664Z,8549,2019-12-08T03:36:24.514606Z,5956.0,2019-12-08T03:52:10.212550Z,24870,2019-12-08T03:36:30.191478Z,6070,"bucket5$47,:3,:24871",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019xzlq,4.5024,,135.6234,,,,,manual,preliminary,2019-12-08T05:36:24.000000Z,,1.8,,MW,,,,XB,ELYSE,BH,02,100,2019-12-08T05:39:33.742980Z,2019-12-08T05:45:38.248474Z,17598,2019-12-08T05:30:58.275103Z,0,2019-12-08T05:43:52.456044Z,15482.0,10308,2019-12-08T05:45:12.711265Z,17088,2019-12-08T05:48:20.457186Z,20842,2019-12-08T05:37:00.120050Z,7236,2019-12-08T05:43:12.640298Z,14686,2019-12-08T05:39:37.273582Z,10379.0,2019-12-08T05:59:48.531811Z,34604,2019-12-08T05:39:42.569485Z,10485,"bucket6$14,:3,:34605",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019ybdk,4.5024,,135.6234,,,,,manual,preliminary,2019-12-09T03:43:00.000000Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2019-12-09T03:46:42.499474Z,2019-12-09T03:51:28.013776Z,18518,2019-12-09T03:36:02.057122Z,0,2019-12-09T03:51:01.688511Z,17991.0,12808,2019-12-09T03:51:06.171153Z,18081,2019-12-09T03:57:11.824615Z,25394,2019-12-09T03:39:43.024940Z,4418,2019-12-09T03:49:22.217476Z,16002,2019-12-09T03:46:43.157818Z,12821.0,2019-12-09T04:01:23.719094Z,30432,2019-12-09T03:46:43.966561Z,12837,"bucket3$24,:3,:30433",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019ybfj,4.5024,,135.6234,,,,,manual,preliminary,2019-12-09T04:42:09.000000Z,,1.6,,MW,,,,XB,ELYSE,BH,02,100,2019-12-09T04:45:35.937597Z,2019-12-09T04:48:38.069888Z,10646,2019-12-09T04:39:45.695910Z,0,2019-12-09T04:50:03.546135Z,12356.0,7003,2019-12-09T04:50:21.451295Z,12714,2019-12-09T04:56:01.232926Z,19509,2019-12-09T04:41:45.583570Z,2396,2019-12-09T04:49:51.054164Z,12106,2019-12-09T04:45:31.899011Z,6923.0,2019-12-09T04:57:41.123831Z,21507,2019-12-09T04:45:52.041104Z,7326,"bucket1$42,:3,:21508",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019ydfs,4.5024,,135.6234,,,,,manual,preliminary,2019-12-10T07:09:03.000000Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2019-12-10T07:11:32.528681Z,2019-12-10T07:14:08.390424Z,14153,2019-12-10T07:02:20.727833Z,0,2019-12-10T07:17:23.217603Z,18049.0,11035,2019-12-10T07:17:26.988451Z,18125,2019-12-10T07:20:21.704438Z,21619,2019-12-10T07:04:50.304828Z,2991,2019-12-10T07:15:59.001984Z,16365,2019-12-10T07:11:37.556479Z,11136.0,2019-12-10T07:23:37.788567Z,25541,2019-12-10T07:11:45.098176Z,11287,"bucket5$48,:3,:25542",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019yeut,4.5024,,135.6234,,,,,manual,preliminary,2019-12-11T03:53:02.000000Z,,1.7,,MW,,,,XB,ELYSE,BH,02,100,2019-12-11T03:57:10.876039Z,2019-12-11T04:02:12.365815Z,17338,2019-12-11T03:47:45.461460Z,0,2019-12-11T04:01:10.474576Z,16100.0,11308,2019-12-11T04:01:22.191699Z,16334,2019-12-11T04:04:29.250446Z,20075,2019-12-11T03:51:58.040637Z,5051,2019-12-11T03:59:36.750566Z,14225,2019-12-11T03:57:13.348807Z,11357.0,2019-12-11T04:11:04.765372Z,27986,2019-12-11T03:57:19.103563Z,11472,"bucket5$49,:3,:27987",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019ygpb,4.5024,,135.6234,,,,,manual,preliminary,2019-12-12T03:17:29.000000Z,,1.9,,MW,,,,XB,ELYSE,BH,02,100,2019-12-12T03:22:50.254183Z,2019-12-12T03:28:24.079673Z,25976,2019-12-12T03:06:45.251615Z,0,2019-12-12T03:26:45.473922Z,24004.0,19299,2019-12-12T03:26:45.995505Z,24014,2019-12-12T03:27:22.555659Z,24745,2019-12-12T03:08:23.715563Z,1969,2019-12-12T03:24:36.259420Z,21420,2019-12-12T03:22:54.725737Z,19389.0,2019-12-12T03:37:44.095842Z,37176,2019-12-12T03:22:55.031758Z,19395,"bucket6$15,:3,:37177",,,,,,,,,,,,,,,,
smi:insight.mqs/mqs2019yiur,4.5024,,135.6234,,,,,manual,preliminary,2019-12-13T08:23:51.000000Z,,2.0,,MW,,,,XB,ELYSE,BH,02,100,2019-12-13T08:31:10.664649Z,2019-12-13T08:36:57.347412Z,28828,2019-12-13T08:12:55.907502Z,0,2019-12-13T08:35:43.003448Z,27341.0,21894,2019-12-13T08:35:53.229446Z,27545,2019-12-13T08:40:36.935496Z,33219,2019-12-13T08:17:44.932934Z,5779,2019-12-13T08:34:28.292999Z,25847,2019-12-13T08:31:18.711743Z,22055.0,2019-12-13T08:49:29.843977Z,43878,2019-12-13T08:31:19.136738Z,22063,"bucket0$12,:3,:43879",,,,,,,,,,,,,,,,
